geo_value,signal,time_value,issue,value,geo_type,data_source
ak,confirmed_incidence_prop_infections,2020-04-29,2021-06-02,0.5312856004006304,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-04-30,2021-06-02,0.4869680761260296,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-01,2021-06-02,0.44326148277825583,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-02,2021-06-02,0.4003701853135228,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-03,2021-06-02,0.35851531937024295,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-04,2021-06-02,0.3179341555952477,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-05,2021-06-02,0.27887931651429465,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-06,2021-06-02,0.24161784920534124,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-07,2021-06-02,0.20643015806912726,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-08,2021-06-02,0.17360880301495424,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-09,2021-06-02,0.14345716938158054,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-10,2021-06-02,0.11628801688540978,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-11,2021-06-02,0.0924219158224194,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-12,2021-06-02,0.07218557963868531,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-13,2021-06-02,0.055910103819297285,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-14,2021-06-02,0.04392912181981075,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-15,2021-06-02,0.036576889471415776,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-16,2021-06-02,0.03418630992452645,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-17,2021-06-02,0.037086911749843465,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-18,2021-06-02,0.04560279328605409,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-19,2021-06-02,0.06005054670474448,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-20,2021-06-02,0.08073717555201503,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-21,2021-06-02,0.10795801971959915,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-22,2021-06-02,0.14199470189359945,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-23,2021-06-02,0.18311310952465285,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-24,2021-06-02,0.23156142625853243,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-25,2021-06-02,0.2875682265607909,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-26,2021-06-02,0.3513406469637448,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-27,2021-06-02,0.42306264696033063,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-28,2021-06-02,0.5028933720693645,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-29,2021-06-02,0.5909656310035588,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-30,2021-06-02,0.6873844981889188,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-05-31,2021-06-02,0.7922260521165042,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-01,2021-06-02,0.9055362591599377,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-02,2021-06-02,1.0273300115705497,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-03,2021-06-02,1.1575903273728678,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-04,2021-06-02,1.296267718833536,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-05,2021-06-02,1.4432797350740871,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-06,2021-06-02,1.5985106832504046,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-07,2021-06-02,1.7618115315376,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-08,2021-06-02,1.9329999959473163,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-09,2021-06-02,2.111860811773996,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-10,2021-06-02,2.2981461892270967,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-11,2021-06-02,2.4915764515666714,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-12,2021-06-02,2.6918408528300257,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-13,2021-06-02,2.898598571026557,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-14,2021-06-02,3.1114798714961305,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-15,2021-06-02,3.330087433982437,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-16,2021-06-02,3.553997835875955,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-17,2021-06-02,3.7827631830402506,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-18,2021-06-02,4.015912878658347,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-19,2021-06-02,4.2529555196313265,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-20,2021-06-02,4.493380909235834,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-21,2021-06-02,4.736662174008291,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-22,2021-06-02,4.982257972176803,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-23,2021-06-02,5.229614780412925,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-24,2021-06-02,5.478169245229073,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-25,2021-06-02,5.7273505850070165,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-26,2021-06-02,5.976583028412209,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-27,2021-06-02,6.225288274828829,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-28,2021-06-02,6.472887962443558,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-29,2021-06-02,6.718806129711519,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-06-30,2021-06-02,6.9624716561554925,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-01,2021-06-02,7.203320668777206,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-02,2021-06-02,7.440798900795231,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-03,2021-06-02,7.674363989963232,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-04,2021-06-02,7.903487704361644,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-05,2021-06-02,8.12765808428877,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-06,2021-06-02,8.346381489698558,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-07,2021-06-02,8.559184543533702,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-08,2021-06-02,8.765615962277801,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-09,2021-06-02,8.965248266088894,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-10,2021-06-02,9.157679361970917,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-11,2021-06-02,9.342533994579334,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-12,2021-06-02,9.519465060431232,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-13,2021-06-02,9.688154782489711,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-14,2021-06-02,9.848315743304568,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-15,2021-06-02,9.99969177610597,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-16,2021-06-02,10.142058714453633,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-17,2021-06-02,10.275225002229082,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-18,2021-06-02,10.39903216691232,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-19,2021-06-02,10.513355160194843,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-20,2021-06-02,10.618102571038026,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-21,2021-06-02,10.713216717279371,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-22,2021-06-02,10.798673622807831,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-23,2021-06-02,10.87448288816552,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-24,2021-06-02,10.9406874631765,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-25,2021-06-02,10.997363330847614,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-26,2021-06-02,11.044619112322161,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-27,2021-06-02,11.082595603091214,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-28,2021-06-02,11.111465250972111,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-29,2021-06-02,11.131431586545709,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-30,2021-06-02,11.142728616801302,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-07-31,2021-06-02,11.145620192667062,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-01,2021-06-02,11.140399360905471,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-02,2021-06-02,11.127387710526873,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-03,2021-06-02,11.1069347234227,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-04,2021-06-02,11.079417138345255,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-05,2021-06-02,11.045238336668513,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-06,2021-06-02,11.004827757558147,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-07,2021-06-02,10.95864034926832,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-08,2021-06-02,10.90715606227162,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-09,2021-06-02,10.850879388830036,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-10,2021-06-02,10.790338952435759,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-11,2021-06-02,10.726087149303526,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-12,2021-06-02,10.658699842792611,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-13,2021-06-02,10.588776110288727,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-14,2021-06-02,10.516938040698172,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-15,2021-06-02,10.443830579310982,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-16,2021-06-02,10.37012141539288,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-17,2021-06-02,10.296500906480533,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-18,2021-06-02,10.223682031996661,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-19,2021-06-02,10.15240036748618,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-20,2021-06-02,10.08341406951599,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-21,2021-06-02,10.017503860094859,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-22,2021-06-02,9.95547299836959,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-23,2021-06-02,9.898147226354618,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-24,2021-06-02,9.846374674566064,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-25,2021-06-02,9.801025712672352,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-26,2021-06-02,9.762992729652042,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-27,2021-06-02,9.73318982747824,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-28,2021-06-02,9.712552412034864,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-29,2021-06-02,9.702036664824632,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-30,2021-06-02,9.702618879056205,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-08-31,2021-06-02,9.715294643906619,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-01,2021-06-02,9.741077861147172,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-02,2021-06-02,9.780999578900516,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-03,2021-06-02,9.836106628063591,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-04,2021-06-02,9.907460047885971,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-05,2021-06-02,9.996133288331963,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-06,2021-06-02,10.10321017817542,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-07,2021-06-02,10.22978264927101,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-08,2021-06-02,10.376948209108487,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-09,2021-06-02,10.545807155577217,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-10,2021-06-02,10.737459529836375,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-11,2021-06-02,10.953001805289402,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-12,2021-06-02,11.193523312885375,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-13,2021-06-02,11.460102405299606,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-14,2021-06-02,11.753802364964118,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-15,2021-06-02,12.075667063408229,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-16,2021-06-02,12.426716381910355,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-17,2021-06-02,12.8079414060355,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-18,2021-06-02,13.220299409216864,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-19,2021-06-02,13.664708643113777,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-20,2021-06-02,14.142042955019704,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-21,2021-06-02,14.65312625508108,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-22,2021-06-02,15.198726858497754,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-23,2021-06-02,15.779551730186942,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-24,2021-06-02,16.396240661582468,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-25,2021-06-02,17.049360411287914,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-26,2021-06-02,17.73939884318602,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-27,2021-06-02,18.46675909730542,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-28,2021-06-02,19.231753830242955,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-29,2021-06-02,20.03459956321354,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-09-30,2021-06-02,20.875411176838472,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-01,2021-06-02,21.754196592565737,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-02,2021-06-02,22.670851681134625,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-03,2021-06-02,23.62515543873622,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-04,2021-06-02,24.616765471472057,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-05,2021-06-02,25.645213828370064,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-06,2021-06-02,26.70990322256983,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-07,2021-06-02,27.810103679339363,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-08,2021-06-02,28.944949648328937,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-09,2021-06-02,30.113437615906115,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-10,2021-06-02,31.3144242515544,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-11,2021-06-02,32.54662512016072,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-12,2021-06-02,33.80861398957395,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-13,2021-06-02,35.09882276009714,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-14,2021-06-02,36.41554203959503,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-15,2021-06-02,37.75692238466931,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-16,2021-06-02,39.12097622489687,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-17,2021-06-02,40.505580483456804,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-18,2021-06-02,41.9084799036171,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-19,2021-06-02,43.32729108653033,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-20,2021-06-02,44.75950724162614,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-21,2021-06-02,46.20250364661577,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-22,2021-06-02,47.65354380976327,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-23,2021-06-02,49.1097863226638,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-24,2021-06-02,50.568292387327475,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-25,2021-06-02,52.02603399692994,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-26,2021-06-02,53.47990274518987,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-27,2021-06-02,54.92671923499814,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-28,2021-06-02,56.363243052688205,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-29,2021-06-02,57.786183270230225,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-30,2021-06-02,59.19220943368343,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-10-31,2021-06-02,60.57796299248737,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-01,2021-06-02,61.94006912063219,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-02,2021-06-02,63.275148877460104,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-03,2021-06-02,64.57983165283188,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-04,2021-06-02,65.85076783867387,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-05,2021-06-02,67.08464166652261,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-06,2021-06-02,68.27818414862962,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-07,2021-06-02,69.42818605849504,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-08,2021-06-02,70.53151088537854,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-09,2021-06-02,71.58510769641464,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-10,2021-06-02,72.58602383943285,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-11,2021-06-02,73.53141741947366,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-12,2021-06-02,74.41856948229331,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-13,2021-06-02,75.24489583887848,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-14,2021-06-02,76.00795846613251,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-15,2021-06-02,76.70547642045791,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-16,2021-06-02,77.33533620292873,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-17,2021-06-02,77.89560151711898,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-18,2021-06-02,78.38452236341534,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-19,2021-06-02,78.8005434167756,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-20,2021-06-02,79.14231163838997,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-21,2021-06-02,79.40868307552965,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-22,2021-06-02,79.59872880800958,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-23,2021-06-02,79.7117400041282,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-24,2021-06-02,79.74723205363607,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-25,2021-06-02,79.70494775021494,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-26,2021-06-02,79.58485950107593,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-27,2021-06-02,79.38717054658099,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-28,2021-06-02,79.11231517822374,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-29,2021-06-02,78.76095794883626,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-11-30,2021-06-02,78.33399187448421,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-01,2021-06-02,77.83253563313394,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-02,2021-06-02,77.25792977078663,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-03,2021-06-02,76.61173193134279,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-04,2021-06-02,75.8957111319415,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-05,2021-06-02,75.11184111088342,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-06,2021-06-02,74.26229278045456,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-07,2021-06-02,73.34942582198853,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-08,2021-06-02,72.37577946530223,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-09,2021-06-02,71.34406249918173,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-10,2021-06-02,70.25714256385794,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-11,2021-06-02,69.11803478035567,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-12,2021-06-02,67.92988977521178,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-13,2021-06-02,66.6959811623076,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-14,2021-06-02,65.41969254642574,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-15,2021-06-02,64.10450411561018,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-16,2021-06-02,62.753978891458274,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-17,2021-06-02,61.37174870809715,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-18,2021-06-02,59.96149999178189,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-19,2021-06-02,58.526959413793996,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-20,2021-06-02,57.07187948961244,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-21,2021-06-02,55.60002419717627,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-22,2021-06-02,54.11515468645807,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-23,2021-06-02,52.621015151531466,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-24,2021-06-02,51.121318934848134,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-25,2021-06-02,49.619734931555286,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-26,2021-06-02,48.11987435939749,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-27,2021-06-02,46.625277957073784,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-28,2021-06-02,45.13940367088342,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-29,2021-06-02,43.665614886114064,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-30,2021-06-02,42.20716925592764,state,usa-facts
ak,confirmed_incidence_prop_infections,2020-12-31,2021-06-02,40.76720817651278,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-01,2021-06-02,39.34874695302144,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-02,2021-06-02,37.9546656963273,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-03,2021-06-02,36.58770098596321,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-04,2021-06-02,35.25043832974768,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-05,2021-06-02,33.94530544563099,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-06,2021-06-02,32.67456638621505,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-07,2021-06-02,31.440316521259426,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-08,2021-06-02,30.244478388318438,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-09,2021-06-02,29.088798416492224,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-10,2021-06-02,27.974844523154598,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-11,2021-06-02,26.90400457847529,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-12,2021-06-02,25.877485727617803,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-13,2021-06-02,24.896314555696982,state,usa-facts
ak,confirmed_incidence_prop_infections,2021-01-14,2021-06-02,23.961338075954647,state,usa-facts
